Student_ID,Country,Field_of_Study,Age,Gender,Year_of_Enrollment
STUD00608,USA,Science,19,Female,2011
STUD00609,USA,Arts,36,Male,2012
STUD00610,Brazil,Mathematics,21,Non-binary,2014
STUD00611,Japan,Psychology,37,Non-binary,2018
STUD00612,South Africa,Education,19,Non-binary,2015
STUD00613,South Africa,Arts,39,Male,2020
STUD00614,China,Physics,34,Female,2012
STUD00615,Argentina,Arts,40,Non-binary,2014
STUD00616,India,Law,39,Male,2020
STUD00617,France,Education,43,Female,2019
STUD00618,Japan,Medicine,18,Non-binary,2015
STUD00619,Australia,Business,40,Non-binary,2011
STUD00620,Australia,Biology,27,Non-binary,2014
STUD00621,Spain,Physics,38,Female,2020
STUD00622,Argentina,Biology,37,Female,2023
STUD00623,Mexico,Engineering,31,Female,2019
STUD00624,Argentina,Arts,23,Female,2012
STUD00625,Japan,Biology,22,Female,2010
STUD00626,Germany,Business,41,Male,2019
STUD00627,Argentina,Engineering,24,Non-binary,2022
STUD00628,USA,Biology,21,Female,2022
STUD00629,Canada,Law,25,Non-binary,2014
STUD00630,China,Education,27,Male,2010
STUD00631,France,Law,30,Female,2020
STUD00632,UK,Business,22,Female,2018
STUD00633,France,Physics,24,Male,2017
STUD00634,China,Science,35,Female,2019
STUD00635,USA,Engineering,29,Non-binary,2019
STUD00636,USA,Education,32,Female,2014
STUD00637,Mexico,Physics,22,Female,2010
STUD00638,Argentina,Psychology,26,Female,2020
STUD00639,UK,Physics,19,Female,2012
STUD00640,Argentina,Law,33,Female,2017
STUD00641,Mexico,Medicine,23,Non-binary,2017
STUD00642,Australia,Law,26,Female,2010
STUD00643,UK,Mathematics,31,Non-binary,2015
STUD00644,USA,Mathematics,25,Male,2013
STUD00645,Canada,Mathematics,36,Male,2013
STUD00646,UK,Education,37,Female,2022
STUD00647,South Africa,Computer Science,28,Female,2014
STUD00648,Brazil,Arts,21,Female,2010
STUD00649,Mexico,Biology,37,Non-binary,2014
STUD00650,China,Psychology,22,Non-binary,2014
STUD00651,Brazil,Medicine,34,Non-binary,2017
STUD00652,Mexico,Business,42,Male,2016
STUD00653,Argentina,Medicine,41,Female,2015
STUD00654,South Africa,Business,42,Non-binary,2011
STUD00655,South Africa,Computer Science,26,Male,2015
STUD00656,USA,Mathematics,41,Non-binary,2017
STUD00657,China,Physics,27,Female,2023
STUD00658,Mexico,Psychology,44,Non-binary,2017
STUD00659,India,Education,19,Male,2023
STUD00660,Mexico,Engineering,37,Male,2019
STUD00661,Argentina,Psychology,35,Male,2015
STUD00662,South Africa,Physics,38,Female,2012
STUD00663,Canada,Science,38,Female,2023
STUD00664,France,Medicine,34,Male,2017
STUD00665,USA,Medicine,40,Non-binary,2018
STUD00666,France,Engineering,19,Female,2010
STUD00667,Brazil,Arts,44,Non-binary,2014
STUD00668,USA,Mathematics,38,Non-binary,2021
STUD00669,Australia,Biology,24,Non-binary,2017
STUD00670,Canada,Law,19,Male,2016
STUD00671,Brazil,Medicine,34,Non-binary,2017
STUD00672,Japan,Biology,25,Female,2020
STUD00673,France,Computer Science,19,Female,2014
STUD00674,Spain,Computer Science,25,Female,2015
STUD00675,Spain,Science,36,Female,2023
STUD00676,Germany,Psychology,42,Female,2019
STUD00677,France,Biology,20,Female,2019
STUD00678,Australia,Law,19,Non-binary,2018
STUD00679,Japan,Mathematics,28,Female,2014
STUD00680,Mexico,Engineering,39,Male,2019
STUD00681,USA,Mathematics,38,Female,2013
STUD00682,Mexico,Science,43,Male,2016
STUD00683,Australia,Business,23,Non-binary,2023
STUD00684,UK,Arts,29,Male,2016
STUD00685,France,Business,18,Male,2016
STUD00686,France,Physics,40,Non-binary,2019
STUD00687,Brazil,Computer Science,34,Non-binary,2017
STUD00688,Germany,Arts,27,Female,2013
STUD00689,Brazil,Biology,37,Non-binary,2012
STUD00690,Argentina,Arts,42,Non-binary,2022
STUD00691,Brazil,Arts,39,Non-binary,2018
STUD00692,South Africa,Law,39,Female,2012
STUD00693,Mexico,Biology,32,Female,2012
STUD00694,Australia,Business,22,Non-binary,2023
STUD00695,Australia,Medicine,35,Female,2016
STUD00696,Argentina,Physics,43,Male,2015
STUD00697,USA,Arts,41,Non-binary,2019
STUD00698,USA,Psychology,37,Male,2015
STUD00699,USA,Physics,25,Male,2020
STUD00700,USA,Engineering,31,Non-binary,2010
STUD00701,Japan,Medicine,42,Non-binary,2021
STUD00702,Mexico,Biology,23,Male,2010
STUD00703,South Africa,Physics,28,Female,2012
STUD00704,Mexico,Science,28,Non-binary,2010
STUD00705,South Africa,Education,28,Non-binary,2010
STUD00706,USA,Science,22,Female,2022
STUD00707,India,Computer Science,25,Non-binary,2016
STUD00708,Spain,Engineering,25,Non-binary,2016
STUD00709,France,Education,20,Male,2023
STUD00710,Spain,Education,22,Non-binary,2014
STUD00711,UK,Medicine,37,Female,2016
STUD00712,Spain,Biology,21,Female,2015
STUD00713,Mexico,Physics,23,Non-binary,2021
STUD00714,France,Medicine,18,Non-binary,2020
STUD00715,UK,Mathematics,43,Female,2020
STUD00716,China,Psychology,29,Male,2015
STUD00717,South Africa,Science,30,Non-binary,2023
STUD00718,Brazil,Business,19,Female,2023
STUD00719,South Africa,Business,22,Male,2019
STUD00720,Canada,Mathematics,26,Non-binary,2011
STUD00721,Spain,Medicine,18,Male,2014
STUD00722,France,Medicine,24,Male,2023
STUD00723,Germany,Business,42,Non-binary,2021
STUD00724,Spain,Physics,39,Female,2011
STUD00725,Japan,Computer Science,28,Non-binary,2018
STUD00726,Canada,Law,32,Non-binary,2010
STUD00727,UK,Computer Science,26,Female,2022
STUD00728,Argentina,Physics,24,Non-binary,2017
STUD00729,Spain,Biology,31,Non-binary,2010
STUD00730,USA,Mathematics,27,Female,2012
STUD00731,India,Law,26,Non-binary,2023
STUD00732,USA,Computer Science,37,Non-binary,2015
STUD00733,Japan,Physics,29,Male,2014
STUD00734,France,Physics,25,Female,2010
STUD00735,UK,Biology,40,Female,2015
STUD00736,China,Law,42,Male,2014
STUD00737,Argentina,Science,33,Non-binary,2020
STUD00738,Mexico,Engineering,22,Female,2016
STUD00739,Argentina,Engineering,29,Female,2010
STUD00740,Germany,Biology,26,Male,2019
STUD00741,Argentina,Arts,33,Non-binary,2011
STUD00742,India,Biology,27,Male,2019
STUD00743,France,Mathematics,24,Male,2010
STUD00744,Germany,Physics,41,Female,2016
STUD00745,Canada,Medicine,22,Female,2019
STUD00746,Mexico,Education,24,Male,2013
STUD00747,USA,Science,25,Female,2013
STUD00748,Germany,Psychology,33,Male,2021
STUD00749,India,Biology,20,Male,2011
STUD00750,Argentina,Mathematics,37,Non-binary,2010
STUD00751,China,Arts,35,Male,2019
STUD00752,India,Mathematics,43,Female,2023
STUD00753,India,Science,30,Male,2019
STUD00754,France,Law,24,Non-binary,2018
STUD00755,Germany,Computer Science,33,Male,2014
STUD00756,France,Business,19,Male,2012
STUD00757,UK,Medicine,35,Female,2019
STUD00758,France,Arts,19,Female,2010
STUD00759,Brazil,Law,33,Non-binary,2020
STUD00760,Brazil,Law,35,Non-binary,2023
STUD00761,South Africa,Mathematics,18,Non-binary,2023
STUD00762,Argentina,Psychology,30,Non-binary,2012
STUD00763,France,Business,22,Male,2015
STUD00764,USA,Engineering,41,Female,2018
STUD00765,Japan,Computer Science,39,Female,2022
STUD00766,Canada,Science,42,Non-binary,2018
STUD00767,Japan,Science,22,Male,2021
STUD00768,Japan,Science,43,Non-binary,2013
STUD00769,UK,Business,26,Female,2011
STUD00770,Japan,Physics,42,Non-binary,2020
STUD00771,South Africa,Engineering,36,Female,2015
STUD00772,France,Medicine,26,Male,2015
STUD00773,South Africa,Mathematics,29,Non-binary,2010
STUD00774,Spain,Business,25,Female,2010
STUD00775,Japan,Computer Science,39,Male,2010
STUD00776,South Africa,Education,21,Female,2016
STUD00777,Canada,Mathematics,20,Female,2023
STUD00778,Germany,Law,26,Non-binary,2019
STUD00779,India,Mathematics,23,Male,2021
STUD00780,Germany,Mathematics,18,Male,2020
STUD00781,Spain,Biology,39,Female,2014
STUD00782,India,Psychology,35,Male,2017
STUD00783,Brazil,Science,37,Male,2022
STUD00784,India,Engineering,41,Non-binary,2021
STUD00785,Australia,Law,28,Male,2023
STUD00786,China,Business,23,Non-binary,2012
STUD00787,China,Education,28,Male,2012
STUD00788,Mexico,Arts,28,Male,2015
STUD00789,Japan,Engineering,26,Non-binary,2016
STUD00790,Germany,Medicine,30,Male,2012
STUD00791,Japan,Computer Science,26,Non-binary,2017
STUD00792,South Africa,Business,41,Male,2017
STUD00793,Argentina,Education,33,Male,2022
STUD00794,Germany,Mathematics,32,Female,2021
STUD00795,Brazil,Law,30,Non-binary,2014
STUD00796,Australia,Computer Science,37,Male,2020
STUD00797,Mexico,Education,35,Female,2012
STUD00798,Germany,Science,19,Female,2012
STUD00799,UK,Medicine,25,Male,2019
STUD00800,Argentina,Engineering,38,Male,2015
STUD00801,USA,Law,36,Female,2016
STUD00802,USA,Computer Science,43,Male,2016
STUD00803,UK,Arts,38,Male,2019
STUD00804,Japan,Science,43,Female,2017
STUD00805,Canada,Mathematics,21,Male,2022
STUD00806,Brazil,Medicine,32,Male,2012
STUD00807,Mexico,Education,42,Female,2011
STUD00808,Australia,Arts,31,Female,2023
STUD00809,Japan,Physics,39,Male,2010
STUD00810,Japan,Medicine,20,Non-binary,2018
STUD00811,India,Computer Science,44,Male,2018
STUD00812,Brazil,Arts,23,Female,2010
STUD00813,China,Education,38,Female,2012
STUD00814,Canada,Education,37,Male,2013
STUD00815,Canada,Medicine,20,Female,2015
STUD00816,Spain,Arts,26,Non-binary,2010
STUD00817,Australia,Biology,37,Male,2011
STUD00818,Argentina,Physics,28,Male,2014
STUD00819,Japan,Business,20,Non-binary,2021
STUD00820,India,Medicine,35,Male,2012
STUD00821,China,Business,29,Male,2020
STUD00822,UK,Business,35,Female,2023
STUD00823,Japan,Computer Science,29,Non-binary,2018
STUD00824,Japan,Engineering,43,Female,2021
STUD00825,Germany,Science,19,Male,2013
STUD00826,Spain,Education,35,Female,2013
STUD00827,China,Computer Science,24,Non-binary,2020
STUD00828,India,Business,32,Non-binary,2018
STUD00829,Spain,Biology,33,Female,2010
STUD00830,Japan,Education,25,Female,2022
STUD00831,Brazil,Business,38,Female,2015
STUD00832,South Africa,Mathematics,44,Male,2017
STUD00833,Germany,Biology,32,Non-binary,2020
STUD00834,Spain,Computer Science,24,Non-binary,2016
STUD00835,China,Education,30,Female,2010
STUD00836,Spain,Psychology,22,Female,2017
STUD00837,India,Mathematics,35,Non-binary,2020
STUD00838,China,Education,26,Female,2023
STUD00839,France,Education,21,Male,2015
STUD00840,Argentina,Physics,32,Male,2020
STUD00841,Japan,Physics,40,Male,2018
STUD00842,South Africa,Mathematics,33,Male,2011
STUD00843,Canada,Business,29,Non-binary,2012
STUD00844,Canada,Education,19,Female,2017
STUD00845,Japan,Business,29,Male,2017
STUD00846,Brazil,Psychology,24,Female,2015
STUD00847,India,Education,37,Female,2013
STUD00848,Japan,Computer Science,39,Male,2011
STUD00849,China,Education,35,Female,2011
STUD00850,Mexico,Arts,21,Non-binary,2014
STUD00851,South Africa,Physics,21,Non-binary,2011
STUD00852,South Africa,Mathematics,29,Female,2020
STUD00853,South Africa,Psychology,25,Male,2023
STUD00854,India,Psychology,33,Male,2013
STUD00855,Australia,Law,39,Male,2022
STUD00856,Mexico,Arts,18,Non-binary,2023
STUD00857,UK,Mathematics,27,Non-binary,2013
STUD00858,China,Psychology,38,Female,2016
STUD00859,Mexico,Business,19,Female,2016
STUD00860,Germany,Education,27,Female,2016
STUD00861,Germany,Engineering,36,Male,2014
STUD00862,Canada,Physics,25,Non-binary,2010
STUD00863,USA,Computer Science,31,Female,2019
STUD00864,Germany,Medicine,44,Female,2015
STUD00865,Australia,Engineering,32,Female,2011
STUD00866,Germany,Biology,23,Male,2015
STUD00867,India,Physics,37,Male,2010
STUD00868,Spain,Psychology,18,Male,2014
STUD00869,India,Computer Science,24,Non-binary,2022
STUD00870,Mexico,Law,39,Male,2010
STUD00871,Spain,Science,22,Non-binary,2019
STUD00872,Argentina,Computer Science,18,Non-binary,2015
STUD00873,Spain,Science,25,Non-binary,2013
STUD00874,Mexico,Physics,42,Female,2011
STUD00875,Argentina,Mathematics,26,Female,2018
STUD00876,South Africa,Education,30,Non-binary,2021
STUD00877,India,Engineering,19,Female,2014
STUD00878,Mexico,Medicine,30,Non-binary,2011
STUD00879,South Africa,Mathematics,44,Female,2021
STUD00880,France,Education,26,Non-binary,2022
STUD00881,UK,Mathematics,31,Non-binary,2013
STUD00882,Australia,Science,30,Female,2021
STUD00883,China,Physics,20,Male,2016
STUD00884,Brazil,Biology,37,Non-binary,2022
STUD00885,Canada,Engineering,24,Female,2012
STUD00886,India,Education,40,Non-binary,2014
STUD00887,India,Science,44,Non-binary,2019
STUD00888,Argentina,Science,24,Male,2011
STUD00889,India,Science,40,Non-binary,2015
STUD00890,France,Education,22,Male,2018
STUD00891,Japan,Education,22,Non-binary,2019
STUD00892,Japan,Engineering,37,Female,2020
STUD00893,Canada,Computer Science,43,Female,2020
STUD00894,USA,Engineering,32,Non-binary,2016
STUD00895,Argentina,Law,36,Male,2018
STUD00896,Japan,Psychology,39,Non-binary,2011
STUD00897,USA,Arts,26,Non-binary,2014
STUD00898,Argentina,Engineering,18,Female,2011
STUD00899,Australia,Education,38,Non-binary,2014
STUD00900,Australia,Computer Science,26,Male,2022
STUD00901,Canada,Computer Science,30,Female,2020
STUD00902,China,Medicine,30,Non-binary,2010
STUD00903,Japan,Science,39,Male,2022
STUD00904,France,Arts,35,Non-binary,2014
STUD00905,Mexico,Biology,30,Female,2019
STUD00906,South Africa,Law,28,Male,2023
STUD00907,Spain,Science,21,Non-binary,2011
STUD00908,USA,Physics,34,Male,2015
STUD00909,France,Psychology,29,Female,2014
STUD00910,Japan,Business,27,Female,2011
STUD00911,Germany,Business,18,Male,2015
STUD00912,Japan,Psychology,19,Female,2023
STUD00913,UK,Engineering,26,Female,2022
STUD00914,Germany,Science,41,Female,2019
STUD00915,France,Psychology,22,Female,2014
STUD00916,France,Law,33,Female,2018
STUD00917,China,Mathematics,22,Male,2023
STUD00918,Brazil,Business,41,Male,2020
STUD00919,Argentina,Engineering,43,Male,2010
STUD00920,Canada,Psychology,29,Male,2021
STUD00921,Japan,Arts,30,Male,2023
STUD00922,China,Computer Science,23,Male,2019
STUD00923,Spain,Medicine,41,Non-binary,2022
STUD00924,UK,Biology,21,Male,2012
STUD00925,Argentina,Business,25,Female,2016
STUD00926,Argentina,Business,22,Non-binary,2012
STUD00927,UK,Education,40,Female,2011
STUD00928,Argentina,Education,24,Male,2016
STUD00929,Argentina,Biology,25,Non-binary,2012
STUD00930,Canada,Psychology,39,Non-binary,2012
STUD00931,South Africa,Arts,18,Female,2010
STUD00932,France,Engineering,21,Non-binary,2018
STUD00933,Australia,Computer Science,44,Non-binary,2023
STUD00934,USA,Law,42,Non-binary,2012
STUD00935,Argentina,Computer Science,27,Non-binary,2011
STUD00936,Spain,Science,26,Male,2012
STUD00937,France,Computer Science,34,Male,2016
STUD00938,UK,Business,37,Male,2018
STUD00939,Japan,Business,41,Female,2014
STUD00940,Canada,Biology,40,Female,2012
STUD00941,UK,Medicine,23,Non-binary,2015
STUD00942,Mexico,Medicine,43,Male,2022
STUD00943,Canada,Biology,19,Female,2014
STUD00944,Canada,Psychology,30,Female,2010
STUD00945,USA,Arts,26,Male,2019
STUD00946,UK,Mathematics,36,Female,2014
STUD00947,Argentina,Business,30,Non-binary,2014
STUD00948,USA,Mathematics,29,Female,2013
STUD00949,Canada,Medicine,44,Non-binary,2017
STUD00950,Spain,Arts,20,Male,2021
STUD00951,UK,Education,26,Female,2016
STUD00952,Germany,Computer Science,30,Female,2016
STUD00953,USA,Medicine,31,Non-binary,2022
STUD00954,China,Medicine,19,Male,2023
STUD00955,Canada,Psychology,40,Female,2018
STUD00956,USA,Computer Science,28,Female,2021
STUD00957,South Africa,Psychology,26,Non-binary,2017
STUD00958,China,Education,31,Female,2015
STUD00959,Spain,Mathematics,37,Male,2017
STUD00960,Mexico,Psychology,31,Female,2015
STUD00961,Germany,Psychology,26,Non-binary,2019
STUD00962,Mexico,Biology,29,Non-binary,2010
STUD00963,UK,Education,31,Female,2018
STUD00964,France,Arts,22,Female,2015
STUD00965,Brazil,Education,23,Female,2016
STUD00966,China,Science,22,Female,2022
STUD00967,Spain,Mathematics,34,Female,2015
STUD00968,Argentina,Science,24,Non-binary,2011
STUD00969,UK,Business,28,Male,2013
STUD00970,France,Psychology,40,Female,2013
STUD00971,India,Psychology,20,Female,2010
STUD00972,Germany,Business,35,Non-binary,2011
STUD00973,South Africa,Engineering,43,Non-binary,2014
STUD00974,Australia,Engineering,32,Non-binary,2014
STUD00975,China,Psychology,40,Female,2011
STUD00976,Mexico,Law,32,Female,2011
STUD00977,UK,Psychology,22,Non-binary,2013
STUD00978,South Africa,Computer Science,30,Male,2011
STUD00979,China,Medicine,42,Male,2022
STUD00980,Japan,Mathematics,43,Female,2016
STUD00981,China,Law,26,Non-binary,2010
STUD00982,Mexico,Computer Science,18,Male,2014
STUD00983,China,Psychology,18,Female,2018
STUD00984,Canada,Computer Science,44,Male,2015
STUD00985,USA,Psychology,41,Male,2012
STUD00986,Mexico,Medicine,26,Male,2020
STUD00987,India,Education,42,Non-binary,2017
STUD00988,China,Science,31,Male,2015
STUD00989,France,Science,23,Female,2017
STUD00990,Canada,Psychology,32,Non-binary,2016
STUD00991,China,Business,38,Female,2017
STUD00992,Germany,Medicine,41,Non-binary,2013
STUD00993,Argentina,Business,23,Male,2018
STUD00994,China,Medicine,34,Female,2013
STUD00995,China,Law,31,Female,2017
STUD00996,India,Psychology,30,Male,2022
STUD00997,Mexico,Law,32,Non-binary,2018
STUD00998,Brazil,Computer Science,38,Non-binary,2016
STUD00999,Australia,Mathematics,33,Non-binary,2015
STUD01000,Argentina,Engineering,23,Female,2014
STUD01001,Australia,Physics,40,Male,2018
STUD01002,France,Law,24,Female,2023
STUD01003,Germany,Engineering,39,Male,2013
STUD01004,Brazil,Physics,21,Female,2021
STUD01005,France,Physics,40,Non-binary,2013
STUD01006,Japan,Engineering,31,Female,2016
STUD01007,India,Mathematics,22,Female,2020
STUD01008,Mexico,Arts,23,Male,2023
STUD01009,Canada,Physics,25,Male,2023
STUD01010,Brazil,Psychology,20,Non-binary,2011
STUD01011,Australia,Physics,32,Non-binary,2021
STUD01012,India,Science,28,Non-binary,2015
STUD01013,China,Science,24,Female,2023
STUD01014,UK,Physics,40,Non-binary,2020
STUD01015,Australia,Psychology,18,Female,2019
STUD01016,Spain,Arts,39,Male,2018
STUD01017,Japan,Biology,44,Female,2017
STUD01018,Canada,Computer Science,39,Female,2015
STUD01019,Japan,Education,25,Male,2020
STUD01020,UK,Business,26,Female,2010
STUD01021,Australia,Biology,21,Non-binary,2019
STUD01022,Argentina,Law,33,Male,2023
STUD01023,Canada,Business,33,Female,2018
STUD01024,USA,Computer Science,26,Non-binary,2019
STUD01025,South Africa,Mathematics,22,Female,2017
STUD01026,France,Psychology,20,Male,2010
STUD01027,India,Physics,40,Male,2016
STUD01028,France,Arts,35,Male,2021
STUD01029,UK,Engineering,27,Male,2014
STUD01030,USA,Medicine,23,Non-binary,2021
STUD01031,France,Computer Science,27,Male,2017
STUD01032,China,Mathematics,30,Male,2014
STUD01033,Japan,Law,37,Female,2019
STUD01034,USA,Science,29,Female,2019
STUD01035,Spain,Education,19,Male,2016
STUD01036,South Africa,Education,32,Male,2023
STUD01037,Mexico,Business,35,Non-binary,2011
STUD01038,Brazil,Physics,43,Non-binary,2016
STUD01039,Spain,Science,39,Non-binary,2016
STUD01040,Mexico,Law,19,Non-binary,2021
STUD01041,UK,Mathematics,19,Female,2019
STUD01042,USA,Mathematics,43,Male,2014
STUD01043,China,Physics,18,Non-binary,2014
STUD01044,France,Law,44,Non-binary,2016
STUD01045,India,Physics,19,Female,2017
STUD01046,Mexico,Arts,39,Non-binary,2021
STUD01047,Germany,Education,26,Non-binary,2021
STUD01048,Mexico,Business,24,Non-binary,2021
STUD01049,Australia,Science,27,Non-binary,2019
STUD01050,Argentina,Medicine,28,Male,2014
STUD01051,Argentina,Engineering,29,Non-binary,2017
STUD01052,China,Arts,27,Male,2021
STUD01053,South Africa,Physics,33,Male,2012
STUD01054,UK,Mathematics,32,Female,2019
STUD01055,India,Law,28,Male,2019
STUD01056,UK,Education,25,Female,2015
STUD01057,Argentina,Education,19,Male,2010
STUD01058,Brazil,Business,35,Non-binary,2013
STUD01059,China,Arts,37,Male,2018
STUD01060,Brazil,Biology,40,Female,2023
STUD01061,Mexico,Engineering,33,Female,2019
STUD01062,China,Engineering,19,Female,2018
STUD01063,Germany,Mathematics,43,Female,2020
STUD01064,Mexico,Biology,26,Non-binary,2018
